Name,Gender,Origin
Amilcar,M,"{""ES"":""1""}"
Amílcar,M,"{""PT"":""4""}"
Amilcare,M,"{""IT"":""2""}"
Amin,M,"{""KZ/UZ/.etc"":""2"",""SA/IR"":""6""}"
A Min,?,"{""CN"":""1""}"
Amina,F,"{""BA"":""7"",""ME"":""1"",""AZ"":""5"",""KZ/UZ/.etc"":""4"",""SA/IR"":""6""}"
Aminah,F,"{""SA/IR"":""4""}"
Aminata,F,"{""SA/IR"":""1""}"
Amine,M,"{""SA/IR"":""3""}"
Aminullah,M,"{""SA/IR"":""2""}"
Amir,M,"{""BA"":""7"",""Kosovo"":""3"",""ME"":""5"",""AZ"":""2"",""KZ/UZ/.etc"":""4"",""SA/IR"":""6"",""IL"":""7""}"
Amira,F,"{""BA"":""7"",""ME"":""4"",""AZ"":""2"",""SA/IR"":""6""}"
Amirah,F,"{""SA/IR"":""2""}"
Amiram,M,"{""IL"":""1""}"
Amiran,M,"{""GE"":""6""}"
Amire,F,"{""Kosovo"":""3""}"
Amiri,M,"{""SA/IR"":""1""}"
Amishi,F,"{""IN/LK"":""1""}"
Amit,M,"{""IL"":""5"",""IN/LK"":""5""}"
Amita,F,"{""IN/LK"":""5""}"
Amitabh,M,"{""IN/LK"":""2""}"
Amitai,M,"{""IL"":""1""}"
Amitava,M,"{""IN/LK"":""4""}"
Amiya,F,"{""US"":""1""}"
Amiyah,F,"{""US"":""1""}"
Amjad,M,"{""SA/IR"":""2""}"
Amke,?F,"{""East Frisia"":""2""}"
Amleto,M,"{""IT"":""2""}"
Ammar,M,"{""SA/IR"":""5""}"
Ammaria,F,"{""SA/IR"":""1""}"
Ammo,M,"{""East Frisia"":""1""}"
Ammon,M,"{""US"":""1""}"
Amneris,M,"{""IT"":""1""}"
Amnon,M,"{""IL"":""6""}"
Amodio,M,"{""IT"":""1""}"
Amon,M,"{""AT"":""1"",""SK"":""1""}"
Amor,F,"{""ES"":""2"",""BA"":""1""}"
Amorim,M,"{""PT"":""1""}"
Amory,M,"{""US"":""1""}"
Amos,M,"{""US"":""2"",""IT"":""1"",""IL"":""6""}"
Amour,?,"{""FR"":""1""}"
Amparo,F,"{""PT"":""1"",""ES"":""6""}"
Ampelia,F,"{""IT"":""1""}"
Ampelio,M,"{""IT"":""1""}"
Amr,M,"{""SA/IR"":""2""}"
Amra,F,"{""BA"":""7""}"
Amrei,F,"{""DE"":""1"",""AT"":""1""}"
Amrik,M,"{""IN/LK"":""5""}"
Amrit,?,"{""IN/LK"":""4""}"
Amrita,F,"{""IN/LK"":""2""}"
Amro,M,"{""SA/IR"":""2""}"
Amrou,M,"{""SA/IR"":""1""}"
Amsah,F,"{""SA/IR"":""1""}"
Amund,M,"{""NO"":""3""}"
Ámundi,M,"{""IS"":""3""}"
Amūras,M,"{""LT"":""1""}"
Amy,F,"{""GB"":""5"",""IE"":""4"",""US"":""7""}"
Amya,F,"{""US"":""1""}"
Amzie,F,"{""US"":""1""}"
An,F,"{""BE"":""5"",""NL"":""2""}"
Ana,F,"{""PT"":""9"",""ES"":""9"",""CH"":""5"",""RO"":""9"",""BG"":""6"",""BA"":""7"",""HR"":""9"",""Kosovo"":""3"",""MK"":""6"",""ME"":""7"",""RS"":""7"",""SI"":""8"",""AL"":""6"",""MD"":""9"",""GE"":""8"",""IL"":""2"",""IN/LK"":""1""}"
Anabel,F,"{""FR"":""1"",""CH"":""1""}"
Anabela,F,"{""PT"":""5""}"
Ana-Belén,F,"{""ES"":""4""}"
Anabella,F,"{""CH"":""1"",""SK"":""1""}"
Anabelle,F,"{""FR"":""1"",""BE"":""1""}"
Anaclet,M,"{""FR"":""1""}"
Anacleta,F,"{""IT"":""1"",""ES"":""1""}"
Anacleto,M,"{""IT"":""2"",""PT"":""2"",""ES"":""1""}"
Anaël,?M,"{""FR"":""1""}"
Anaële,F,"{""FR"":""1""}"
Anaelle,F,"{""FR"":""2""}"
Anagnost,M,"{""BG"":""1""}"
Anahi,F,"{""US"":""1""}"
Anahit,F,"{""AM"":""9""}"
Anahita,F,"{""SA/IR"":""2""}"
Anaida,F,"{""AM"":""6"",""AZ"":""2""}"
Anaïs,F,"{""FR"":""5"",""BE"":""3"",""CH"":""1""}"
Anália,F,"{""PT"":""2""}"
Analía,F,"{""ES"":""1""}"
Anamari,F,"{""HR"":""1""}"
Anamaria,F,"{""RO"":""3""}"
Anamarija,F,"{""HR"":""3"",""SI"":""3""}"
Anamika,F,"{""IN/LK"":""3""}"
Anan,M,"{""IL"":""1""}"
An An,?,"{""CN"":""1""}"
Anand,M,"{""IN/LK"":""4""}"
Ananda,M,"{""IN/LK"":""3""}"
Anandaraja,M,"{""IN/LK"":""2""}"
Anandarajah,M,"{""IN/LK"":""1""}"
Anania,M,"{""IT"":""1""}"
Ananio,F,"{""IT"":""1""}"
Anar,F,"{""KZ/UZ/.etc"":""5""}"
Anara,F,"{""KZ/UZ/.etc"":""6""}"
Anarbek,M,"{""KZ/UZ/.etc"":""1""}"
Anargyros,M,"{""GR"":""2""}"
Anarsija,F,"{""LT"":""1""}"
Anartz,M,"{""ES"":""1""}"
Anary,M,"{""EE"":""1""}"
Anas,M,"{""SA/IR"":""2""}"
Anasia,F,"{""RO"":""1""}"
Anass,M,"{""SA/IR"":""2""}"
Anastácia,F,"{""PT"":""1""}"
Anastácio,M,"{""PT"":""1""}"
Anastas,M,"{""BG"":""2"",""MK"":""4"",""AL"":""5""}"
Anastase,M,"{""FR"":""1"",""RO"":""2""}"
Anastasia,F,"{""IT"":""2"",""ES"":""3"",""CH"":""1"",""RO"":""4"",""BG"":""6"",""AL"":""1"",""GR"":""8"",""RU"":""8"",""BY"":""6"",""MD"":""5"",""UA"":""7"",""AZ"":""2"",""GE"":""2"",""KZ/UZ/.etc"":""5""}"
Anastasie,F,"{""FR"":""1"",""BE"":""1""}"
Anastasiea,F,"{""RO"":""1""}"
Anastasiia,F,"{""UA"":""1""}"
Anastasija,F,"{""EE"":""1"",""LV"":""5"",""LT"":""1"",""BG"":""6"",""MK"":""3"",""RU"":""6"",""BY"":""6"",""UA"":""7"",""KZ/UZ/.etc"":""4""}"
Anastasika,F,"{""MK"":""3""}"
Anastasio,M,"{""IT"":""1"",""ES"":""4""}"
Anastasios,M,"{""GR"":""7""}"
Anastasiya,F,"{""BG"":""6"",""RU"":""6"",""BY"":""7"",""UA"":""7"",""AZ"":""2"",""KZ/UZ/.etc"":""4""}"
Anastassia,F,"{""BG"":""5"",""GR"":""1"",""RU"":""4"",""BY"":""4"",""UA"":""4"",""KZ/UZ/.etc"":""5""}"
Anastassija,F,"{""BG"":""5"",""RU"":""4"",""BY"":""3"",""UA"":""6"",""KZ/UZ/.etc"":""5""}"
Anastassios,M,"{""GR"":""2""}"
Anastassiya,F,"{""BG"":""5"",""RU"":""4"",""BY"":""3"",""UA"":""5"",""KZ/UZ/.etc"":""5""}"
Anastasya,F,"{""RU"":""4"",""KZ/UZ/.etc"":""3""}"
Anastazas,M,"{""LT"":""1""}"
Anastazia,F,"{""RO"":""1""}"
Anastázia,F,"{""SK"":""4""}"
Anastazie,F,"{""CZ"":""2""}"
Anastazija,F,"{""LT"":""4"",""HR"":""2"",""RS"":""2"",""SI"":""2""}"
Anastazja,F,"{""PL"":""3""}"
Anasthasie,F,"{""FR"":""1""}"
Anasztázia,F,"{""HU"":""1""}"
Anat,F,"{""IL"":""7""}"
Anatilde,F,"{""PT"":""1""}"
Anatol,M,"{""RO"":""1"",""BY"":""5"",""MD"":""7""}"
Anatole,M,"{""FR"":""1"",""RO"":""1""}"
Anatoli,M,"{""EE"":""5"",""RO"":""1"",""BG"":""4"",""RU"":""8"",""BY"":""8"",""MD"":""4"",""UA"":""9"",""AM"":""4"",""KZ/UZ/.etc"":""3""}"
Anatolia,F,"{""IT"":""1"",""BG"":""1"",""RU"":""1""}"
Anatolie,F,"{""FR"":""1""}"
Anatolii,M,"{""MD"":""4"",""UA"":""6""}"
Anatolij,M,"{""BG"":""3"",""RU"":""5"",""BY"":""7"",""UA"":""8""}"
Anatolija,F,"{""LV"":""1"",""BG"":""1"",""RU"":""1""}"
Anatolijs,M,"{""LV"":""5""}"
Anatolijus,M,"{""LT"":""3""}"
Anatolio,M,"{""IT"":""1""}"
Anatoliy,M,"{""BG"":""3"",""RU"":""6"",""BY"":""7"",""UA"":""9"",""KZ/UZ/.etc"":""4""}"
Anatoliya,F,"{""BG"":""1"",""RU"":""1""}"
Anatoly,M,"{""BG"":""3"",""RU"":""8"",""BY"":""7"",""UA"":""8"",""AZ"":""3"",""KZ/UZ/.etc"":""3""}"
Anaya,F,"{""US"":""1""}"
Anbar,F,"{""SA/IR"":""1""}"
Anbjørn,M,"{""NO"":""1""}"
Anca,F,"{""RO"":""7""}"
Ance,F,"{""LV"":""2""}"
Ancelin,M,"{""FR"":""1""}"
An Chi,?,"{""CN"":""1""}"
Anchise,M,"{""IT"":""1""}"
Ancilla,F,"{""IT"":""1""}"
Anco,M,"{""NL"":""1""}"
Ancuta,F,"{""RO"":""3""}"
Anda,F,"{""LV"":""7""}"
An<ð>a,F,"{""BA"":""6"",""HR"":""6"",""ME"":""2"",""RS"":""4""}"
Ande,F,"{""EE"":""1""}"
An De,?,"{""CN"":""1""}"
An<ð>ela,F,"{""BA"":""5"",""HR"":""6"",""RS"":""2""}"
Andêla,F,"{""CZ"":""2""}"
Andele,M,"{""NL"":""1""}"
An<ð>elija,F,"{""ME"":""5"",""RS"":""5""}"
An<ð>elina,F,"{""RS"":""1""}"
An<ð>elka,F,"{""BA"":""4"",""HR"":""6"",""ME"":""5"",""RS"":""6""}"
An<ð>elko,M,"{""BA"":""2"",""HR"":""6"",""ME"":""3"",""RS"":""4"",""SI"":""2""}"
An<ð>elo,M,"{""BA"":""2"",""HR"":""1""}"
Ander,M,"{""ES"":""1"",""EE"":""2""}"
Andere,F,"{""ES"":""1""}"
Anders,M,"{""DK"":""8"",""NO"":""5"",""SE"":""9""}"
Anderson,M,"{""GB"":""1"",""US"":""1""}"
Andi,M,"{""CH"":""2"",""AL"":""6""}"
Andie,F,"{""GB"":""1"",""US"":""1""}"
Andima,M,"{""ES"":""1""}"
Andin,M,"{""Kosovo"":""1""}"
Andina,F,"{""IT"":""1""}"
An Ding,?,"{""CN"":""1""}"
Andino,M,"{""IT"":""1""}"
Andis,M,"{""LV"":""7"",""AL"":""1""}"
Andj,M,"{""AL"":""1""}"
Anğa,F,"{""BA"":""6"",""HR"":""6"",""ME"":""2"",""RS"":""4""}"
Anğela,F,"{""BA"":""5"",""HR"":""6"",""RS"":""2""}"
Anğelija,F,"{""ME"":""5"",""RS"":""5""}"
Anğelina,F,"{""RS"":""1""}"
Anğelka,F,"{""BA"":""4"",""HR"":""6"",""ME"":""5"",""RS"":""6""}"
Anğelko,M,"{""BA"":""2"",""HR"":""6"",""ME"":""3"",""RS"":""4"",""SI"":""2""}"
Anğelo,M,"{""BA"":""2"",""HR"":""1""}"
Ando,M,"{""EE"":""3"",""LV"":""1""}"
Andoche,?,"{""FR"":""1""}"
Andolin,M,"{""ES"":""1""}"
Andolina,F,"{""Kosovo"":""1""}"
Andon,M,"{""BG"":""5"",""MK"":""2"",""AL"":""5""}"
Andoni,M,"{""ES"":""2""}"
Andor,M,"{""HU"":""4""}"
Andra,F,"{""ES"":""1"",""NL"":""1"",""East Frisia"":""2"",""EE"":""1"",""LV"":""6"",""RO"":""3""}"
Andrada,F,"{""RO"":""1""}"
Andranik,M,"{""AM"":""7""}"
Andraş,M,"{""RO"":""2""}"
András,M,"{""HU"":""8""}"
Andraž,M,"{""SI"":""4""}"
Andre,M,"{""US"":""4"",""MT"":""3"",""East Frisia"":""5"",""DK"":""3"",""NO"":""5"",""SE"":""3"",""HR"":""2"",""IL"":""3""}"
André,M,"{""PT"":""6"",""FR"":""8"",""BE"":""8"",""LU"":""9"",""NL"":""7"",""East Frisia"":""4"",""DE"":""6"",""AT"":""3"",""CH"":""8"",""DK"":""3"",""NO"":""3""}"
Andrea,F,"{""IE"":""4"",""ES"":""4"",""BE"":""3"",""NL"":""4"",""East Frisia"":""7"",""DE"":""8"",""AT"":""8"",""IS"":""6"",""DK"":""4"",""CZ"":""5"",""SK"":""7"",""HU"":""9"",""BA"":""3"",""HR"":""4"",""ME"":""1"",""AL"":""7""}"
Andréa,F,"{""FR"":""4"",""BE"":""5"",""LU"":""5""}"
Andreana,F,"{""IT"":""1""}"
Andréane,F,"{""FR"":""1""}"
Andréanne,F,"{""FR"":""1""}"
Andreano,M,"{""IT"":""1""}"
Andreas,M,"{""BE"":""5"",""LU"":""3"",""NL"":""2"",""East Frisia"":""8"",""DE"":""9"",""AT"":""8"",""CH"":""8"",""DK"":""6"",""NO"":""6"",""SE"":""7"",""EE"":""3"",""GR"":""8"",""AM"":""3""}"
Andréas,M,"{""FR"":""1""}"
Andree,M,"{""East Frisia"":""4"",""DE"":""2"",""AT"":""1""}"
Andrée,F,"{""FR"":""7"",""BE"":""6"",""LU"":""6"",""CH"":""4""}"
Andreea,F,"{""RO"":""6""}"
Andrees,M,"{""NL"":""1"",""East Frisia"":""1""}"
Andrei,M,"{""EE"":""7"",""RO"":""7"",""BG"":""6"",""RU"":""A"",""BY"":""A"",""MD"":""A"",""UA"":""9"",""KZ/UZ/.etc"":""5""}"
Andreia,F,"{""PT"":""4"",""RO"":""2""}"
Andreiana,F,"{""RO"":""2""}"
Andreias,M,"{""RO"":""1""}"
Andreina,F,"{""IT"":""4"",""CH"":""1""}"
Andreino,M,"{""IT"":""1""}"
Andreiu,M,"{""RO"":""1""}"
Andrej,M,"{""SK"":""6"",""BG"":""6"",""BA"":""3"",""HR"":""2"",""SI"":""9"",""RU"":""A"",""BY"":""A"",""UA"":""9"",""KZ/UZ/.etc"":""6""}"
Andřej,M,"{""CZ"":""1""}"
Andreja,F,"{""BA"":""3"",""HR"":""5"",""MK"":""4"",""ME"":""2"",""RS"":""3"",""SI"":""8""}"
Andrejka,F,"{""SI"":""1""}"
Andrejs,M,"{""LV"":""9""}"
Andrejus,M,"{""LT"":""3""}"
Andrėjus,M,"{""LT"":""1""}"
Andres,M,"{""CH"":""3"",""FI"":""1"",""EE"":""8""}"
Andrès,M,"{""CH"":""1""}"
Andrés,M,"{""ES"":""7"",""CH"":""1"",""IS"":""6""}"
Andresa,F,"{""ES"":""1""}"
Andreu,M,"{""ES"":""1""}"
Andrew,M,"{""GB"":""9"",""IE"":""7"",""US"":""7"",""MT"":""6""}"
Andrey,M,"{""BG"":""6"",""RU"":""A"",""BY"":""A"",""UA"":""9"",""AM"":""4"",""AZ"":""2"",""KZ/UZ/.etc"":""8""}"
Andri,M,"{""CH"":""2"",""IS"":""8"",""EE"":""4"",""AL"":""2""}"
Andria,F,"{""US"":""1""}"
Andrian,M,"{""MD"":""5""}"
Andriana,F,"{""GR"":""3"",""MD"":""1""}"
Andriani,F,"{""GR"":""4""}"
Andrianna,F,"{""GR"":""1""}"
Andriejus,M,"{""LT"":""2""}"
Andries,M,"{""BE"":""2"",""NL"":""4""}"
Andrievs,M,"{""EE"":""1"",""LV"":""1""}"
Andrii,M,"{""UA"":""6""}"
Andrij,M,"{""UA"":""8""}"
Andrija,M,"{""BA"":""4"",""HR"":""7"",""ME"":""6"",""RS"":""6""}"
Andrijana,F,"{""BA"":""2"",""HR"":""2"",""MK"":""2"",""SI"":""2""}"
Andrijs,M,"{""NL"":""1"",""LV"":""1""}"
Andrik,M,"{""NL"":""1""}"
Andrin,M,"{""CH"":""1"",""AL"":""1""}"
Andrina,F,"{""GB"":""1"",""AT"":""1""}"
Andris,M,"{""LV"":""A"",""HU"":""1""}"
Andrius,M,"{""LT"":""6""}"
Andriy,M,"{""UA"":""9""}"
Andro,M,"{""EE"":""1"",""HR"":""3"",""RS"":""2"",""GE"":""3""}"
Andromachi,F,"{""GR"":""3""}"
Androniki,F,"{""GR"":""4""}"
Androula,F,"{""GR"":""1""}"
Andrus,M,"{""EE"":""7""}"
Andrzej,M,"{""PL"":""A""}"
Andrzelika,F,"{""PL"":""1""}"
Andu,M,"{""EE"":""2""}"
Anduel,M,"{""AL"":""1""}"
Anduela,F,"{""AL"":""2""}"
Andy,M,"{""BE"":""5"",""NL"":""2"",""East Frisia"":""2"",""DE"":""2"",""CH"":""3""}"
Andzela,F,"{""LV"":""2""}"
Ane,F,"{""ES"":""1"",""DK"":""5"",""NO"":""3"",""SE"":""1""}"
Aneel,M,"{""IN/LK"":""1""}"
Aneesh,M,"{""IN/LK"":""3""}"
Aneeta,F,"{""IN/LK"":""3""}"
Aneirin,M,"{""GB"":""1""}"
Aneke,F,"{""East Frisia"":""1""}"
Anel,F,"{""BA"":""1"",""KZ/UZ/.etc"":""5""}"
Anela,F,"{""BA"":""5"",""HR"":""3"",""MK"":""2""}"
Anelė,F,"{""LT"":""6""}"
Anelia,F,"{""BG"":""5""}"
Anelija,F,"{""BG"":""5""}"
Anelise,F,"{""IN/LK"":""1""}"
Aneliya,F,"{""BG"":""5""}"
Anelma,F,"{""FI"":""3""}"
Anemarie,F,"{""SK"":""1""}"
Anemona,F,"{""RO"":""1""}"
Anemone,F,"{""DE"":""1"",""AT"":""1"",""DK"":""1""}"
Aner,M,"{""ES"":""1""}"
Anes,M,"{""BA"":""4""}"
Anesti,M,"{""AL"":""5""}"
Anestis,M,"{""GR"":""2""}"
Anet,F,"{""NL"":""1""}"
Aneta,F,"{""PL"":""5"",""CZ"":""2"",""RO"":""5"",""BG"":""5"",""MK"":""7"",""AL"":""3"",""MD"":""3"",""AM"":""1""}"
Anete,F,"{""LV"":""4""}"
Anett,F,"{""East Frisia"":""1"",""DE"":""4"",""CH"":""1"",""NO"":""3"",""HU"":""2""}"
Anetta,F,"{""PL"":""3"",""CZ"":""1""}"
Anette,F,"{""East Frisia"":""4"",""DE"":""5"",""AT"":""1"",""CH"":""1"",""DK"":""8"",""NO"":""4"",""SE"":""7"",""EE"":""2""}"
Aneurin,M,"{""GB"":""1""}"
Anežka,F,"{""CZ"":""5"",""SK"":""4""}"
An Feng,?,"{""CN"":""1""}"
Anfisa,F,"{""EE"":""1"",""KZ/UZ/.etc"":""3""}"
Anfried,M,"{""East Frisia"":""1""}"
Anfriede,F,"{""DE"":""1""}"
Ang,?,"{""CN"":""2"",""VN"":""3""}"
Angantýr,M,"{""IS"":""1""}"
Ange,?M,"{""FR"":""4"",""BE"":""3"",""LU"":""1"",""CH"":""1""}"
Angel,M,"{""BG"":""8"",""MK"":""6"",""MD"":""1""}"
Ángel,M,"{""ES"":""9""}"
Angela,F,"{""GB"":""7"",""IE"":""6"",""US"":""7"",""IT"":""8"",""MT"":""5"",""ES"":""5"",""FR"":""2"",""BE"":""5"",""NL"":""6"",""East Frisia"":""6"",""DE"":""7"",""AT"":""6"",""CH"":""6"",""EE"":""4"",""SK"":""5"",""RO"":""7"",""MK"":""2"",""SI"":""6"",""GR"":""1"",""RU"":""4"",""MD"":""7"",""AM"":""2"",""KZ/UZ/.etc"":""2""}"
Ángela,F,"{""ES"":""6""}"
Ângela,F,"{""PT"":""4""}"
Angéla,F,"{""HU"":""3""}"
Angele,F,"{""MT"":""1"",""NL"":""1""}"
Angelė,F,"{""LT"":""6""}"
Angèle,F,"{""FR"":""5"",""BE"":""5"",""LU"":""5"",""NL"":""1"",""CH"":""2""}"
Ángeles,F,"{""ES"":""8""}"
Angelia,F,"{""US"":""2""}"
Angelica,F,"{""US"":""3"",""IT"":""3"",""MT"":""1"",""NO"":""1"",""SE"":""4"",""RO"":""4"",""RU"":""4"",""BY"":""2"",""MD"":""3"",""UA"":""4""}"
Angélica,F,"{""PT"":""2"",""ES"":""3""}"
Angelichi,M,"{""RO"":""1""}"
Angelico,M,"{""IT"":""1""}"
Angélico,M,"{""ES"":""1""}"
Angelie,F,"{""NL"":""2"",""SE"":""1""}"
Angelien,F,"{""NL"":""3""}"
Angeliene,F,"{""NL"":""1""}"
Angeliina,F,"{""EE"":""1""}"
Angelija,F,"{""LT"":""1""}"
Angelika,F,"{""East Frisia"":""7"",""DE"":""8"",""AT"":""6"",""CH"":""4"",""SE"":""2"",""EE"":""1"",""LV"":""2"",""RU"":""5"",""BY"":""3"",""UA"":""4"",""AZ"":""2"",""KZ/UZ/.etc"":""2""}"
Angeliki,F,"{""GR"":""8""}"
Angelin,M,"{""FR"":""1""}"
Angelina,F,"{""US"":""3"",""IT"":""5"",""PT"":""4"",""ES"":""2"",""FR"":""3"",""BE"":""4"",""NL"":""2"",""DE"":""1"",""AT"":""1"",""CH"":""3"",""LV"":""1"",""RO"":""1"",""BG"":""6"",""BA"":""2"",""MK"":""5"",""ME"":""3"",""RS"":""5"",""RU"":""4"",""UA"":""3"",""AM"":""2"",""KZ/UZ/.etc"":""3""}"
Angeline,F,"{""US"":""1"",""BE"":""2"",""NL"":""3"",""CH"":""1""}"
Angéline,F,"{""FR"":""2"",""BE"":""2"",""CH"":""1""}"
Angelino,M,"{""IT"":""2"",""PT"":""1"",""ES"":""1""}"
Angelique,F,"{""NL"":""6""}"
Angélique,F,"{""FR"":""6"",""BE"":""4"",""LU"":""3"",""CH"":""2""}"
Angelita,F,"{""US"":""1"",""IT"":""1"",""ES"":""2"",""CH"":""1""}"
Angelka,F,"{""MK"":""3""}"
Angelle,F,"{""FR"":""1""}"
Angelo,M,"{""IT"":""8"",""MT"":""7"",""BE"":""4"",""CH"":""5""}"
Ângelo,M,"{""PT"":""5""}"
Angelos,M,"{""GR"":""6""}"
Àngels,?F,"{""ES"":""2""}"
Angely,F,"{""NL"":""1""}"
Angelyn,F,"{""US"":""1""}"
Angervo,F,"{""FI"":""1""}"
Angham,F,"{""SA/IR"":""1""}"
Angharad,F,"{""GB"":""1""}"
Anghard,F,"{""GB"":""1""}"
Anghel,M,"{""RO"":""5"",""MD"":""2""}"
Anghelache,M,"{""RO"":""1""}"
Anghelina,F,"{""RO"":""3"",""MD"":""2""}"
Angheluta,F,"{""RO"":""1""}"
Angi,F,"{""CH"":""1""}"
Angie,F,"{""GB"":""1"",""IE"":""1"",""US"":""3"",""CH"":""1""}"
Angiola,F,"{""IT"":""2""}"
Angiolina,F,"{""IT"":""4""}"
Angiolino,M,"{""IT"":""3""}"
Angiolo,M,"{""IT"":""2""}"
Angjelin,M,"{""AL"":""3""}"
Angjelina,F,"{""MK"":""2"",""AL"":""1""}"
Anglu,M,"{""MT"":""2""}"
Angonita,F,"{""LT"":""1""}"
Angret,F,"{""East Frisia"":""2""}"
An Guo,?,"{""CN"":""1""}"
Angus,M,"{""GB"":""4""}"
Angyalka,F,"{""HU"":""1""}"
Anh,?F,"{""VN"":""B""}"
An Hong,?,"{""CN"":""1""}"
An Hua,?,"{""CN"":""1""}"
Ani,F,"{""DK"":""1"",""FI"":""1"",""BG"":""4"",""HR"":""1"",""AL"":""2"",""AM"":""4"",""GE"":""3""}"
Ania,F,"{""PL"":""1""}"
Anibal,M,"{""ES"":""2""}"
Aníbal,M,"{""PT"":""6""}"
Anica,F,"{""RO"":""6"",""HR"":""7"",""MK"":""5"",""RS"":""3"",""SI"":""7""}"
Anice,F,"{""GB"":""1""}"
Anicet,?M,"{""FR"":""1"",""LU"":""1""}"
Aniceta,F,"{""IT"":""1"",""PT"":""1"",""ES"":""1"",""LT"":""3""}"
Anicetas,M,"{""LT"":""4""}"
Aniceto,M,"{""IT"":""1"",""PT"":""2"",""ES"":""2""}"
Anicette,F,"{""FR"":""1""}"
Anick,M,"{""CH"":""1""}"
Anicuta,F,"{""RO"":""2""}"
Aniek,F,"{""NL"":""1""}"
Aniela,F,"{""PL"":""5""}"
Aniella,F,"{""IT"":""1""}"
Aniello,M,"{""IT"":""4""}"
Anif,M,"{""Kosovo"":""1""}"
Anife,F,"{""Kosovo"":""1"",""MK"":""3"",""AL"":""1""}"
Anika,F,"{""East Frisia"":""3"",""DE"":""3"",""CH"":""1"",""LV"":""2"",""BA"":""1""}"
Anikó,F,"{""HU"":""7""}"
Anil,M,"{""IN/LK"":""6""}"
Anıl,M,"{""TR"":""4""}"
Anila,F,"{""ME"":""1"",""AL"":""8""}"
Anina,F,"{""BG"":""1""}"
Aninda,F,"{""IN/LK"":""1""}"
Anindo,M,"{""IN/LK"":""1""}"
Anine,F,"{""DK"":""2"",""NO"":""1""}"
Anique,F,"{""NL"":""1""}"
Anis,M,"{""BA"":""1"",""TR"":""2"",""SA/IR"":""4""}"
Anisa,F,"{""BA"":""3"",""AL"":""6"",""SA/IR"":""2""}"
Anisca,F,"{""RO"":""1""}"
Anisia,F,"{""RO"":""1""}"
Anişoara,F,"{""RO"":""5""}"
Anisor,M,"{""RO"":""1""}"
Anissa,F,"{""US"":""1"",""SA/IR"":""2""}"
Anita,F,"{""GB"":""5"",""IE"":""5"",""US"":""5"",""IT"":""4"",""ES"":""1"",""FR"":""4"",""BE"":""6"",""LU"":""4"",""NL"":""8"",""East Frisia"":""6"",""DE"":""6"",""AT"":""7"",""CH"":""7"",""IS"":""4"",""DK"":""7"",""NO"":""7"",""SE"":""8"",""FI"":""6"",""EE"":""4"",""LV"":""8"",""PL"":""4"",""HU"":""7"",""RO"":""4"",""BG"":""1"",""BA"":""5"",""HR"":""5"",""Kosovo"":""3"",""MK"":""5"",""ME"":""2"",""RS"":""3"",""SI"":""5"",""AL"":""5"",""IN/LK"":""7""}"
Aníta,F,"{""IS"":""6""}"
Anitha,F,"{""DK"":""1"",""SE"":""2""}"
Anito,M,"{""IT"":""1""}"
Anitra,F,"{""US"":""1""}"
Anitta,F,"{""DK"":""3"",""FI"":""5""}"
Aniya,F,"{""US"":""1""}"
Aniyah,F,"{""US"":""1""}"
Anja,F,"{""BE"":""5"",""NL"":""8"",""East Frisia"":""8"",""DE"":""7"",""AT"":""4"",""CH"":""4"",""DK"":""7"",""NO"":""4"",""SE"":""2"",""FI"":""7"",""BA"":""3"",""SI"":""6"",""BY"":""4""}"
Anjali,F,"{""IN/LK"":""5""}"
Anjan,?,"{""IN/LK"":""2""}"
Anjana,F,"{""IN/LK"":""5""}"
Anjanette,F,"{""US"":""1""}"
Anjani,F,"{""IN/LK"":""2""}"
Anje,F,"{""NL"":""2"",""DE"":""1""}"
Anjela,F,"{""MD"":""1"",""AM"":""6""}"
Anjelien,F,"{""NL"":""1""}"
Anjeza,F,"{""AL"":""4""}"
An Jian,?,"{""CN"":""1""}"
An Jie,?,"{""CN"":""1""}"
Anjo,F,"{""NL"":""3""}"
Anju,F,"{""IN/LK"":""6""}"
Anjum,F,"{""SA/IR"":""4""}"
Anjuta,F,"{""EE"":""1"",""BG"":""2""}"
Ank,F,"{""NL"":""4""}"
Anka,F,"{""NL"":""2"",""East Frisia"":""2"",""DE"":""1"",""BG"":""7"",""BA"":""4"",""HR"":""7"",""MK"":""3"",""ME"":""6"",""RS"":""6""}"
An Kang,?,"{""CN"":""1""}"
Anke,F,"{""East Frisia"":""7"",""DE"":""7"",""AT"":""2"",""CH"":""2""}"
Anker,M,"{""DK"":""5"",""NO"":""3""}"
Ankeus,M,"{""East Frisia"":""1""}"
Anki,F,"{""NL"":""1"",""SE"":""1""}"
Ankica,F,"{""BA"":""6"",""HR"":""8""}"
Ankie,F,"{""NL"":""4""}"
Ankit,M,"{""IN/LK"":""2""}"
Ankje,F,"{""NL"":""1""}"
Anko,M,"{""NL"":""1"",""East Frisia"":""1"",""HR"":""1""}"
Anky,?F,"{""NL"":""2""}"
Anlaug,F,"{""NO"":""1""}"
An Li,?,"{""CN"":""1""}"
An Lin,?,"{""CN"":""1""}"
An Long,?,"{""CN"":""1""}"
An Min,?,"{""CN"":""2""}"
