Name,Gender,Origin
Abdul Kareem,M,"{""Arabia/Persia"":""3""}"
Abdul Karim,M,"{""Arabia/Persia"":""5""}"
Abdulkerim,M,"{""Turkey"":""1""}"
Abdul Khaliq,M,"{""Arabia/Persia"":""1""}"
Abdulla,M,"{""Kosovo"":""3"",""Albania"":""4"",""Azerbaijan"":""2"",""Kazakhstan, Uzbekistan, etc."":""2"",""Arabia/Persia"":""6""}"
Abdullah,M,"{""Kosovo"":""4"",""Albania"":""1"",""Turkey"":""7"",""Arabia/Persia"":""7""}"
Abdul Latif,M,"{""Arabia/Persia"":""4""}"
Abdul Majeed,M,"{""Arabia/Persia"":""1""}"
Abdulmalik,M,"{""Bosnia and Herzegovina"":""1"",""Kazakhstan, Uzbekistan, etc."":""1""}"
Abdulmedjit,M,"{""Kazakhstan, Uzbekistan, etc."":""4""}"
Abdul Qadeer,M,"{""Arabia/Persia"":""4""}"
Abdul Qader,M,"{""Arabia/Persia"":""3""}"
Abdul Rahman,M,"{""Arabia/Persia"":""4""}"
Abdul Razzak,M,"{""Arabia/Persia"":""2""}"
Abdul Reza,M,"{""Arabia/Persia"":""1""}"
Abdul Salam,M,"{""Arabia/Persia"":""3""}"
Abdulsamet,M,"{""Turkey"":""1""}"
Abdul Sattar,M,"{""Arabia/Persia"":""1""}"
Abdul Wahab,M,"{""Arabia/Persia"":""2""}"
Abdurahman,M,"{""Bosnia and Herzegovina"":""3"",""North Macedonia"":""3"",""Albania"":""1""}"
Abdurrahim,M,"{""Turkey"":""2""}"
Abdur Rahim,M,"{""Arabia/Persia"":""1""}"
Abdurrahman,M,"{""Kosovo"":""2"",""Albania"":""2"",""Turkey"":""5""}"
Abdur Rahman,M,"{""Arabia/Persia"":""3""}"
Abdyl,M,"{""Kosovo"":""2"",""Albania"":""4""}"
Abe,M,"{""United States"":""1"",""Netherlands"":""2""}"
Abed,M,"{""Arabia/Persia"":""4""}"
Abeda,F,"{""Arabia/Persia"":""2""}"
Abedin,M,"{""Bosnia and Herzegovina"":""3"",""Kosovo"":""2"",""Albania"":""4""}"
Abeer,F,"{""Arabia/Persia"":""6""}"
Abel,M,"{""United States"":""2"",""Portugal"":""5"",""Spain"":""3"",""France"":""2"",""Belgium"":""2"",""Netherlands"":""1"",""East Frisia"":""1"",""Finland"":""1"",""Croatia"":""1""}"
Ábel,M,"{""Hungary"":""1""}"
Abelardo,M,"{""Italy"":""1"",""Portugal"":""1"",""Spain"":""2""}"
Abele,M,"{""Italy"":""1""}"
Abelia,F,"{""Spain"":""1""}"
Abeline,F,"{""France"":""1""}"
Abelio,M,"{""Spain"":""1""}"
Abelius,M,"{""East Frisia"":""1""}"
Abelle,F,"{""France"":""1""}"
Abha,F,"{""India, Sri Lanka"":""4""}"
Abhay,M,"{""India, Sri Lanka"":""3""}"
Abhilasha,F,"{""India, Sri Lanka"":""4""}"
Abid,M,"{""Bosnia and Herzegovina"":""4"",""Arabia/Persia"":""4""}"
Abida,F,"{""Bosnia and Herzegovina"":""1"",""Arabia/Persia"":""2""}"
Abidin,M,"{""Turkey"":""3""}"
Abigaël,F,"{""France"":""1""}"
Abigaëlle,F,"{""France"":""1""}"
Abigail,F,"{""Great Britain"":""3"",""Ireland"":""1"",""United States"":""4"",""Belgium"":""1""}"
Abigale,F,"{""United States"":""1""}"
Abigayle,F,"{""Great Britain"":""1"",""United States"":""1""}"
Abilia,F,"{""Spain"":""1""}"
Abília,F,"{""Portugal"":""1""}"
Abilio,M,"{""Spain"":""2""}"
Abílio,M,"{""Portugal"":""5""}"
Abir,F,"{""Arabia/Persia"":""6""}"
Abla,F,"{""Arabia/Persia"":""5""}"
Ablah,F,"{""Arabia/Persia"":""3""}"
Abner,M,"{""United States"":""1""}"
Abraão,M,"{""Portugal"":""1""}"
Abraham,M,"{""Great Britain"":""1"",""Ireland"":""1"",""United States"":""3"",""Spain"":""2"",""Belgium"":""1"",""Netherlands"":""1"",""Germany"":""1"",""Austria"":""1"",""Switzerland"":""1"",""Israel"":""6""}"
Abram,M,"{""United States"":""1"",""Finland"":""1"",""Armenia"":""1""}"
Abramina,F,"{""Italy"":""1""}"
Abramo,M,"{""Italy"":""2""}"
Abrar,M,"{""Arabia/Persia"":""1""}"
Abrytha,F,"{""United States"":""1""}"
Abu,M,"{""Arabia/Persia"":""3""}"
Abu Bakr,M,"{""Arabia/Persia"":""2""}"
Abubekir,M,"{""Turkey"":""2""}"
Abuzar,M,"{""Azerbaijan"":""1""}"
Abuzer,M,"{""Turkey"":""1""}"
Aby,F,"{""France"":""1""}"
Abygaël,F,"{""France"":""1""}"
Abygaëlle,F,"{""France"":""1""}"
Aca,M,"{""Montenegro"":""1"",""Serbia"":""3""}"
Acacio,M,"{""Spain"":""1""}"
Acácio,M,"{""Portugal"":""4""}"
Accursia,F,"{""Italy"":""1""}"
Accursio,M,"{""Italy"":""1""}"
Achaz,M,"{""Germany"":""1""}"
Achicam,M,"{""Israel"":""1""}"
Achikam,M,"{""Israel"":""1""}"
Achilina,F,"{""Romania"":""1""}"
Achille,M,"{""Italy"":""4"",""Malta"":""1"",""France"":""1"",""Belgium"":""3"",""Luxembourg"":""1"",""Switzerland"":""1""}"
Achilleas,M,"{""Greece"":""5""}"
Achillefs,M,"{""Greece"":""2""}"
Achim,M,"{""East Frisia"":""4"",""Germany"":""5"",""Austria"":""1"",""Switzerland"":""1"",""Romania"":""2""}"
Achiropita,F,"{""Italy"":""1""}"
Achraf,M,"{""Arabia/Persia"":""1""}"
Acilino,M,"{""Portugal"":""2""}"
Acim,M,"{""Serbia"":""1""}"
Acke,M,"{""Sweden"":""1""}"
Acko,M,"{""Serbia"":""1""}"
Aco,M,"{""Bosnia and Herzegovina"":""4"",""North Macedonia"":""7"",""Serbia"":""2""}"
Aculina,F,"{""Moldova"":""1""}"
Acúrcio,M,"{""Portugal"":""1""}"
Ad,M,"{""Netherlands"":""6""}"
Ada,F,"{""Great Britain"":""5"",""United States"":""2"",""Italy"":""6"",""France"":""1"",""Belgium"":""1"",""Luxembourg"":""1"",""Netherlands"":""4"",""East Frisia"":""2"",""Switzerland"":""2"",""Norway"":""1"",""Latvia"":""1"",""Romania"":""3"",""Albania"":""4"",""Moldova"":""3"",""Azerbaijan"":""4"",""Israel"":""6""}"
Adair,?M,"{""Great Britain"":""1""}"
Adakras,M,"{""Lithuania"":""1""}"
Adalbert,M,"{""East Frisia"":""3"",""Germany"":""2"",""Austria"":""3"",""Switzerland"":""1"",""Romania"":""2""}"
Adalberta,F,"{""Italy"":""1"",""Austria"":""1""}"
Adalberto,M,"{""Italy"":""2"",""Portugal"":""2"",""Spain"":""1""}"
Aðalbjörg,F,"{""Iceland"":""5""}"
Aðalbjörn,M,"{""Iceland"":""3""}"
Adalciza,F,"{""Romania"":""1""}"
Adalet,F,"{""Azerbaijan"":""2"",""Turkey"":""3""}"
Aðalgeir,M,"{""Iceland"":""2""}"
Adalgira,F,"{""Portugal"":""1""}"
Adalgisa,F,"{""Italy"":""3"",""Portugal"":""1""}"
Adalgiso,M,"{""Italy"":""1""}"
Aðalheiður,F,"{""Iceland"":""7""}"
Adalmiina,F,"{""Finland"":""1""}"
Aðalsteinn,M,"{""Iceland"":""6""}"
Adam,M,"{""Great Britain"":""5"",""Ireland"":""3"",""United States"":""6"",""East Frisia"":""3"",""Germany"":""2"",""Austria"":""3"",""Switzerland"":""1"",""Iceland"":""3"",""Denmark"":""3"",""Sweden"":""3"",""Poland"":""8"",""Czechia"":""3"",""Slovakia"":""4"",""Romania"":""2"",""Bosnia and Herzegovina"":""3"",""Greece"":""2"",""Israel"":""4""}"
Ádám,M,"{""Hungary"":""4""}"
Adama,F,"{""Italy"":""1""}"
Adamantia,F,"{""Greece"":""4""}"
Adamantini,F,"{""Greece"":""1""}"
Adamantios,M,"{""Greece"":""2""}"
Adamira,F,"{""Bosnia and Herzegovina"":""1""}"
Adamo,M,"{""Italy"":""3"",""Switzerland"":""1""}"
Adan,M,"{""United States"":""1""}"
Adán,M,"{""Spain"":""1""}"
Adaniel,M,"{""Romania"":""1""}"
Adão,M,"{""Portugal"":""2""}"
Adar,M,"{""Israel"":""1""}"
Adarsh,?,"{""India, Sri Lanka"":""2""}"
Adda,F,"{""East Frisia"":""2"",""Iceland"":""4"",""Denmark"":""1""}"
Addi,F,"{""Denmark"":""1""}"
Addie,F,"{""United States"":""1"",""Denmark"":""1""}"
Addison,?,"{""United States"":""1""}"
Addolorata,F,"{""Italy"":""4""}"
Addolorato,M,"{""Italy"":""1""}"
Addy,F,"{""Denmark"":""1""}"
Ade,F,"{""Estonia"":""1""}"
Adea,F,"{""Albania"":""1""}"
Adeele,F,"{""Estonia"":""1""}"
Adel,M,"{""Azerbaijan"":""2"",""Arabia/Persia"":""6""}"
Adela,F,"{""Italy"":""1"",""Spain"":""5"",""Germany"":""1"",""Austria"":""1"",""Switzerland"":""1"",""Denmark"":""1"",""Poland"":""3"",""Slovakia"":""3"",""Romania"":""5"",""Bulgaria"":""1"",""Bosnia and Herzegovina"":""5"",""Croatia"":""2"",""Slovenia"":""3"",""Albania"":""4"",""Moldova"":""2"",""Israel"":""2""}"
Adéla,F,"{""Czechia"":""3""}"
Adelaida,F,"{""Spain"":""3"",""Romania"":""2"",""Moldova"":""3""}"
Adelaide,F,"{""Great Britain"":""2"",""United States"":""1"",""Italy"":""4"",""Portugal"":""6"",""Switzerland"":""1""}"
Adélaïde,F,"{""France"":""2"",""Belgium"":""1"",""Switzerland"":""1""}"
Adelaïde,F,"{""Switzerland"":""1""}"
Adelaido,M,"{""Spain"":""1""}"
Adelajde,F,"{""Albania"":""1""}"
Adelbert,M,"{""East Frisia"":""2"",""Germany"":""1"",""Austria"":""1"",""Switzerland"":""1""}"
Adelchi,M,"{""Italy"":""1""}"
Adele,F,"{""Great Britain"":""3"",""United States"":""2"",""Italy"":""6"",""East Frisia"":""4"",""Germany"":""2"",""Austria"":""4"",""Switzerland"":""2"",""Denmark"":""1"",""Norway"":""1""}"
Adelė,F,"{""Lithuania"":""5""}"
Adèle,F,"{""France"":""3"",""Belgium"":""3"",""Netherlands"":""1"",""Switzerland"":""1""}"
Adéle,F,"{""Sweden"":""1""}"
Adelfa,F,"{""Italy"":""1""}"
Adelfo,M,"{""Italy"":""1""}"
Adelfried,M,"{""Germany"":""1""}"
Adelgund,F,"{""East Frisia"":""1"",""Germany"":""1""}"
Adelgunde,F,"{""East Frisia"":""2"",""Germany"":""1"",""Austria"":""1""}"
Adelhard,M,"{""Germany"":""1""}"
Adelheid,F,"{""East Frisia"":""5"",""Germany"":""5"",""Austria"":""6"",""Switzerland"":""4""}"
Adelheide,F,"{""Germany"":""1""}"
Adelia,F,"{""Italy"":""3"",""Spain"":""1""}"
Adélia,F,"{""Portugal"":""4""}"
Adélie,F,"{""France"":""1""}"
Adelin,M,"{""France"":""1""}"
Adelina,F,"{""Italy"":""4"",""Portugal"":""4"",""Spain"":""3"",""Germany"":""1"",""Switzerland"":""2"",""Romania"":""3"",""Bulgaria"":""2"",""Kosovo"":""6"",""Montenegro"":""1"",""Albania"":""6""}"
Adelinda,F,"{""Italy"":""1"",""Portugal"":""1""}"
Adelinde,F,"{""Germany"":""1"",""Austria"":""2""}"
Adelindo,M,"{""Italy"":""1""}"
Adeline,F,"{""Great Britain"":""1"",""United States"":""1"",""France"":""5"",""Belgium"":""3"",""Luxembourg"":""3"",""Germany"":""1"",""Switzerland"":""2"",""Norway"":""1""}"
Adelino,M,"{""Italy"":""2"",""Portugal"":""6"",""Spain"":""1"",""Switzerland"":""1""}"
Adelio,M,"{""Italy"":""2"",""Spain"":""1""}"
Adélio,M,"{""Portugal"":""1""}"
Adelisa,F,"{""Portugal"":""1""}"
Adeliya,F,"{""Kazakhstan, Uzbekistan, etc."":""1""}"
Adell,F,"{""United States"":""1""}"
Adella,F,"{""United States"":""1"",""Romania"":""1""}"
Adelle,F,"{""Great Britain"":""1"",""United States"":""1""}"
Adelma,F,"{""Italy"":""1""}"
Adelmar,M,"{""East Frisia"":""1""}"
Adelmina,F,"{""Italy"":""1""}"
Adelmino,M,"{""Italy"":""1""}"
Adelmira,F,"{""Italy"":""1""}"
Adelmo,M,"{""Italy"":""3""}"
Adelo,M,"{""Spain"":""1""}"
Adelphine,F,"{""France"":""1""}"
Adeltraud,F,"{""Germany"":""1""}"
Adeltraut,F,"{""Germany"":""1""}"
Adeluta,F,"{""Romania"":""1""}"
Adelya,F,"{""Azerbaijan"":""4"",""Kazakhstan, Uzbekistan, etc."":""2""}"
Adelyne,F,"{""France"":""1""}"
Adem,M,"{""Bosnia and Herzegovina"":""6"",""Kosovo"":""5"",""North Macedonia"":""3"",""Montenegro"":""3"",""Albania"":""6"",""Turkey"":""6"",""Arabia/Persia"":""2""}"
Ademar,M,"{""Portugal"":""1""}"
Ademara,F,"{""Italy"":""1""}"
Ademaro,M,"{""Italy"":""1""}"
Aden,M,"{""Great Britain"":""1"",""United States"":""1"",""Georgia"":""1""}"
Adeodata,F,"{""Italy"":""1""}"
Adeodato,M,"{""Italy"":""1""}"
Aderita,F,"{""Italy"":""1""}"
Aderito,M,"{""Italy"":""1""}"
Adérito,M,"{""Portugal"":""2""}"
Adham,M,"{""Albania"":""1"",""Kazakhstan, Uzbekistan, etc."":""2"",""Arabia/Persia"":""2""}"
Adhémar,M,"{""France"":""1""}"
Adhurim,M,"{""Kosovo"":""3"",""Albania"":""2""}"
Adi,F,"{""Israel"":""7""}"
Adib,M,"{""Arabia/Persia"":""3""}"
Adiba,F,"{""Arabia/Persia"":""1""}"
Adil,M,"{""Bosnia and Herzegovina"":""4"",""Kosovo"":""4"",""Azerbaijan"":""6"",""Kazakhstan, Uzbekistan, etc."":""5"",""Turkey"":""5"",""Arabia/Persia"":""5""}"
Adila,F,"{""Bosnia and Herzegovina"":""4"",""Azerbaijan"":""1""}"
Adilbek,M,"{""Kazakhstan, Uzbekistan, etc."":""3""}"
Adile,F,"{""Turkey"":""4""}"
Adilia,F,"{""Spain"":""1"",""Russia"":""1""}"
Adília,F,"{""Portugal"":""1""}"
Adilkhan,M,"{""Kazakhstan, Uzbekistan, etc."":""1""}"
Adin,M,"{""Romania"":""1"",""Bosnia and Herzegovina"":""1""}"
Adina,F,"{""Italy"":""1"",""East Frisia"":""1"",""Germany"":""1"",""Austria"":""1"",""Sweden"":""1"",""Poland"":""1"",""Romania"":""5"",""Israel"":""6""}"
Adinda,F,"{""Netherlands"":""1""}"
Adine,F,"{""Netherlands"":""1""}"
Adinel,M,"{""Romania"":""2""}"
Adino,M,"{""Italy"":""1""}"
Adir,M,"{""Israel"":""2""}"
Adis,M,"{""Bosnia and Herzegovina"":""5"",""North Macedonia"":""2""}"
Adisa,F,"{""Bosnia and Herzegovina"":""6"",""Montenegro"":""1""}"
Aditi,F,"{""India, Sri Lanka"":""3""}"
Aditya,M,"{""India, Sri Lanka"":""1""}"
Adiya,F,"{""Kazakhstan, Uzbekistan, etc."":""3""}"
Adje,F,"{""Netherlands"":""1""}"
Adjuto,M,"{""Portugal"":""1""}"
Admeto,M,"{""Italy"":""1""}"
Admir,M,"{""Bosnia and Herzegovina"":""7"",""Montenegro"":""4"",""Albania"":""5""}"
Admira,F,"{""Bosnia and Herzegovina"":""2"",""Albania"":""1""}"
Admirim,M,"{""Albania"":""3""}"
Adnan,M,"{""Bosnia and Herzegovina"":""8"",""Kosovo"":""3"",""North Macedonia"":""5"",""Montenegro"":""4"",""Albania"":""3"",""Turkey"":""6"",""Arabia/Persia"":""7""}"
Adnana,F,"{""Arabia/Persia"":""1""}"
Adnand,M,"{""Albania"":""3""}"
Ado,M,"{""Italy"":""1"",""Estonia"":""2""}"
Adolf,M,"{""East Frisia"":""4"",""Germany"":""3"",""Austria"":""6"",""Switzerland"":""4"",""Iceland"":""2"",""Denmark"":""1"",""Sweden"":""2"",""Czechia"":""1"",""Slovakia"":""1"",""Hungary"":""1""}"
Adolfa,F,"{""Germany"":""1"",""Austria"":""1""}"
Adolfas,M,"{""Lithuania"":""4""}"
Adolfina,F,"{""Lithuania"":""3""}"
Adolfine,F,"{""Germany"":""1"",""Austria"":""2""}"
Adolfo,M,"{""Italy"":""3"",""Portugal"":""2"",""Spain"":""4"",""Switzerland"":""1""}"
Ādolfs,M,"{""Latvia"":""2""}"
Adolina,F,"{""East Frisia"":""1""}"
Adolph,M,"{""United States"":""1"",""Germany"":""1""}"
Adolphe,M,"{""France"":""1"",""Belgium"":""1"",""Luxembourg"":""3"",""Switzerland"":""1""}"
Adolphine,F,"{""France"":""1"",""Belgium"":""1""}"
Adolphus,M,"{""United States"":""1"",""Netherlands"":""1""}"
Adomas,M,"{""Lithuania"":""5""}"
Adone,M,"{""Italy"":""1""}"
Adonis,M,"{""United States"":""1"",""Greece"":""2""}"
Adoración,F,"{""Spain"":""4""}"
Adoram,M,"{""Israel"":""3""}"
Adorata,F,"{""Italy"":""1""}"
Adorján,M,"{""Hungary"":""2""}"
Adorna,F,"{""Italy"":""1""}"
Adorno,M,"{""Italy"":""1""}"
Adosinda,F,"{""Portugal"":""2""}"
Adosinha,F,"{""Portugal"":""1""}"
Adrasto,M,"{""Italy"":""1""}"
Adri,?,"{""Netherlands"":""4""}"
Adria,F,"{""United States"":""1"",""Italy"":""1""}"
Adriaan,M,"{""Belgium"":""3"",""Netherlands"":""4""}"
Adrian,M,"{""Malta"":""4"",""Belgium"":""1"",""Netherlands"":""1"",""East Frisia"":""2"",""Germany"":""2"",""Austria"":""2"",""Switzerland"":""6"",""Poland"":""2"",""Slovakia"":""3"",""Romania"":""8"",""Bulgaria"":""1"",""Albania"":""6"",""Moldova"":""6""}"
Adrián,M,"{""Spain"":""4"",""Slovakia"":""4"",""Hungary"":""1""}"
Adriana,F,"{""Italy"":""6"",""Malta"":""2"",""Portugal"":""4"",""Spain"":""3"",""Belgium"":""4"",""Austria"":""1"",""Switzerland"":""3"",""Estonia"":""1"",""Latvia"":""1"",""Poland"":""3"",""Czechia"":""2"",""Slovakia"":""6"",""Romania"":""7"",""Bulgaria"":""3"",""Montenegro"":""1"",""Slovenia"":""3"",""Albania"":""6"",""Moldova"":""4"",""Israel"":""4""}"
Adriane,F,"{""United States"":""1"",""Germany"":""1"",""Austria"":""1"",""Switzerland"":""1""}"
Adrianna,F,"{""United States"":""1"",""Poland"":""1""}"
Adrianne,F,"{""United States"":""1"",""Netherlands"":""1""}"
Adriano,M,"{""Italy"":""6"",""Portugal"":""5"",""Spain"":""1"",""Switzerland"":""3""}"
Adriāns,M,"{""Latvia"":""2""}"
Adrianus,M,"{""Belgium"":""3"",""Netherlands"":""1""}"
Adrião,M,"{""Portugal"":""2""}"
Adriatik,M,"{""Albania"":""5""}"
Adrie,?,"{""Netherlands"":""5""}"
Adriëlle,F,"{""Netherlands"":""1""}"
Adrien,M,"{""France"":""5"",""Belgium"":""4"",""Luxembourg"":""5"",""Switzerland"":""2""}"
Adriena,F,"{""Czechia"":""1"",""Slovakia"":""4""}"
Adrienn,F,"{""Hungary"":""6""}"
