Name,Gender,Origin
Faye,F,"{""Great Britain"":""2"",""United States"":""3""}"
Fa Ye,?,"{""China"":""2""}"
Fayez,M,"{""Arabia/Persia"":""5""}"
Faygah,F,"{""Israel"":""1""}"
Fayge,F,"{""Israel"":""2""}"
Fa Yi,?,"{""China"":""1""}"
Fa Yin,?,"{""China"":""1""}"
Fayiz,M,"{""Arabia/Persia"":""3""}"
Faysal,M,"{""Arabia/Persia"":""6""}"
Fayssal,M,"{""Arabia/Persia"":""3""}"
Fayyad,M,"{""Arabia/Persia"":""1""}"
Fayza,F,"{""Arabia/Persia"":""2""}"
Fazil,M,"{""Azerbaijan"":""2"",""Arabia/Persia"":""1""}"
Fazıl,M,"{""Turkey"":""2""}"
Fazila,F,"{""Arabia/Persia"":""2""}"
Fazile,F,"{""Kosovo"":""3"",""North Macedonia"":""2"",""Turkey"":""2""}"
Fazilet,F,"{""Turkey"":""3""}"
Fazli,M,"{""Kosovo"":""2"",""North Macedonia"":""3"",""Arabia/Persia"":""2""}"
Fazlı,M,"{""Turkey"":""3""}"
Fazlie,F,"{""Kosovo"":""1""}"
Fazlije,F,"{""Kosovo"":""1"",""North Macedonia"":""1""}"
Fe,F,"{""Spain"":""3""}"
Feargal,M,"{""Ireland"":""1""}"
Fearghal,M,"{""Ireland"":""1""}"
Fearghus,M,"{""Great Britain"":""1""}"
Feargus,M,"{""Great Britain"":""1""}"
Fearne,F,"{""Great Britain"":""1""}"
Fe<ð>a,M,"{""Bosnia and Herzegovina"":""2"",""Croatia"":""2""}"
Fedai,?M,"{""Turkey"":""2""}"
Fedde,M,"{""Netherlands"":""2""}"
Feddo,M,"{""Netherlands"":""1""}"
Fede,F,"{""Italy"":""1""}"
Fedela,F,"{""Italy"":""1""}"
Fedele,M,"{""Italy"":""3"",""Switzerland"":""1""}"
Federica,F,"{""Italy"":""5"",""Switzerland"":""1""}"
Federíca,F,"{""Spain"":""1""}"
Federico,M,"{""Italy"":""5"",""Switzerland"":""2""}"
Federíco,M,"{""Spain"":""5""}"
Federigo,M,"{""Italy"":""1""}"
Fedir,M,"{""Ukraine"":""4""}"
Fedja,M,"{""Bosnia and Herzegovina"":""3"",""Slovenia"":""2"",""Russia"":""1""}"
Feğa,M,"{""Bosnia and Herzegovina"":""2"",""Croatia"":""2""}"
Fedor,M,"{""Czechia"":""1"",""Slovakia"":""5"",""Croatia"":""2"",""Russia"":""4"",""Belarus"":""3"",""Armenia"":""2"",""Azerbaijan"":""2""}"
Fedora,F,"{""Italy"":""3"",""Romania"":""1""}"
Fedoro,M,"{""Italy"":""1""}"
Fedosia,F,"{""Romania"":""1""}"
Fedra,F,"{""Italy"":""1""}"
Fedro,M,"{""Italy"":""1""}"
Fee,F,"{""Germany"":""1"",""Austria"":""1""}"
Feeko,M,"{""East Frisia"":""1""}"
Feeline,F,"{""East Frisia"":""1""}"
Fehim,M,"{""Bosnia and Herzegovina"":""5"",""Montenegro"":""2"",""Turkey"":""1""}"
Fehime,F,"{""Turkey"":""4""}"
Fehmi,M,"{""Kosovo"":""5"",""Albania"":""3"",""Turkey"":""4""}"
Fehmije,F,"{""Kosovo"":""1""}"
Fehrat,F,"{""Bosnia and Herzegovina"":""1""}"
Fei,?,"{""China"":""7""}"
Feico,M,"{""Netherlands"":""1""}"
Feidhlim,M,"{""Ireland"":""1""}"
Fei Fei,?,"{""China"":""2""}"
Fei Feng,?,"{""China"":""1""}"
Feiga,F,"{""Israel"":""1""}"
Feige,F,"{""Israel"":""2""}"
Fei Hua,?,"{""China"":""1""}"
Feije,M,"{""Netherlands"":""1""}"
Feike,?M,"{""Netherlands"":""2""}"
Feikea,F,"{""East Frisia"":""1""}"
Feikje,F,"{""Netherlands"":""2""}"
Feiko,M,"{""Netherlands"":""1"",""East Frisia"":""1""}"
Feikobus,M,"{""East Frisia"":""1""}"
Fei Long,?,"{""China"":""1""}"
Feim,M,"{""Kosovo"":""4"",""North Macedonia"":""2"",""Albania"":""3""}"
Fei Peng,?,"{""China"":""1""}"
Feisal,M,"{""Arabia/Persia"":""3""}"
Feival,M,"{""Israel"":""1""}"
Feivel,M,"{""Israel"":""2""}"
Fei Xue,?,"{""China"":""1""}"
Fei Ya,?,"{""China"":""1""}"
Fei Yan,?,"{""China"":""1""}"
Fei Yi,?,"{""China"":""1""}"
Fei Yue,?,"{""China"":""1""}"
Fei Zhou,?,"{""China"":""1""}"
Fejzi,M,"{""North Macedonia"":""2"",""Albania"":""5""}"
Fejzo,M,"{""Albania"":""4""}"
Fejzulla,M,"{""Albania"":""1""}"
Fejzullah,M,"{""Kosovo"":""1""}"
Felecia,F,"{""United States"":""1""}"
Feli,F,"{""Germany"":""1""}"
Felia,F,"{""Italy"":""1""}"
Felice,M,"{""Italy"":""6"",""Switzerland"":""2""}"
Felicia,F,"{""United States"":""4"",""Italy"":""4"",""Spain"":""2"",""Austria"":""1"",""Switzerland"":""1"",""Sweden"":""2"",""Romania"":""6"",""Moldova"":""2""}"
Félicia,F,"{""France"":""1"",""Belgium"":""1""}"
Felícia,F,"{""Portugal"":""2""}"
Felician,M,"{""Romania"":""2""}"
Feliciana,F,"{""Italy"":""1"",""Spain"":""3""}"
Feliciano,M,"{""Italy"":""1"",""Portugal"":""3"",""Spain"":""4""}"
Felicidad,F,"{""Spain"":""4""}"
Felicidade,F,"{""Portugal"":""2""}"
Félicie,F,"{""France"":""2"",""Belgium"":""1"",""Luxembourg"":""5""}"
Felicien,M,"{""Luxembourg"":""1""}"
Félicien,M,"{""France"":""1"",""Belgium"":""2"",""Switzerland"":""1""}"
Félicienne,F,"{""France"":""1"",""Belgium"":""1""}"
Felicija,F,"{""Lithuania"":""5""}"
Felicijana,F,"{""Lithuania"":""1""}"
Felicijonas,M,"{""Lithuania"":""1""}"
Felicio,M,"{""Italy"":""1""}"
Felício,M,"{""Portugal"":""2""}"
Felicisima,F,"{""Spain"":""1""}"
Felicisimo,M,"{""Spain"":""2""}"
Felicíssima,F,"{""Portugal"":""1""}"
Felicita,F,"{""Italy"":""3""}"
Felicitas,F,"{""Spain"":""3"",""East Frisia"":""2"",""Germany"":""2"",""Austria"":""3"",""Switzerland"":""2""}"
Félicité,F,"{""France"":""1"",""Belgium"":""1""}"
Felicity,F,"{""Great Britain"":""3"",""United States"":""1""}"
Feliks,M,"{""Finland"":""2"",""Estonia"":""1"",""Poland"":""4"",""Slovenia"":""3"",""Albania"":""2"",""Ukraine"":""3"",""Armenia"":""5"",""Azerbaijan"":""4""}"
Feliksas,M,"{""Lithuania"":""5""}"
Felikss,M,"{""Latvia"":""2""}"
Felim,M,"{""Great Britain"":""1""}"
Feline,F,"{""Denmark"":""1""}"
Felio,M,"{""Italy"":""1""}"
Felipa,F,"{""Spain"":""4""}"
Felipe,M,"{""Spain"":""6"",""Switzerland"":""1""}"
Felipina,F,"{""Portugal"":""1""}"
Felisa,F,"{""Spain"":""6""}"
Felisbela,F,"{""Portugal"":""1""}"
Felisberto,M,"{""Portugal"":""1""}"
Felisha,F,"{""United States"":""1""}"
Felismina,F,"{""Portugal"":""2""}"
Felita,F,"{""Estonia"":""1""}"
Felix,M,"{""Malta"":""1"",""Belgium"":""4"",""Netherlands"":""3"",""East Frisia"":""2"",""Germany"":""4"",""Austria"":""5"",""Switzerland"":""6"",""Czechia"":""4"",""Romania"":""2"",""Ukraine"":""3"",""Armenia"":""5"",""Israel"":""4""}"
Félix,M,"{""Portugal"":""3"",""Spain"":""7"",""France"":""4"",""Belgium"":""1"",""Luxembourg"":""6"",""Switzerland"":""2"",""Slovakia"":""2""}"
Félixa,F,"{""Spain"":""1""}"
Feliz,M,"{""Portugal"":""2"",""Spain"":""1""}"
Felizarda,F,"{""Portugal"":""1""}"
Felizardo,M,"{""Portugal"":""1""}"
Felizia,F,"{""Germany"":""1"",""Austria"":""1""}"
Felizitas,F,"{""Germany"":""1"",""Austria"":""2"",""Switzerland"":""1""}"
Felton,M,"{""United States"":""1""}"
Femi,M,"{""North Macedonia"":""2"",""Albania"":""2""}"
Femke,?F,"{""Belgium"":""3"",""Netherlands"":""4""}"
Femme,M,"{""Netherlands"":""1""}"
Femmie,F,"{""Netherlands"":""2""}"
Femmy,F,"{""Netherlands"":""3""}"
Fen,?,"{""China"":""5""}"
Fenella,F,"{""Great Britain"":""1""}"
Fen Fang,?,"{""China"":""1""}"
Feng,?,"{""China"":""8""}"
Feng An,?,"{""China"":""1""}"
Feng Bing,?,"{""China"":""1""}"
Feng Bo,?,"{""China"":""1""}"
Feng Chao,?,"{""China"":""1""}"
Feng Cheng,?,"{""China"":""1""}"
Feng Chuan,?,"{""China"":""1""}"
Feng Chun,?,"{""China"":""1""}"
Feng Dong,?,"{""China"":""1""}"
Feng Feng,?,"{""China"":""1""}"
Feng Guang,?,"{""China"":""1""}"
Feng He,?,"{""China"":""1""}"
Feng Hong,?,"{""China"":""1""}"
Feng Hua,?,"{""China"":""3""}"
Feng Jiao,?,"{""China"":""1""}"
Feng Ju,?,"{""China"":""1""}"
Feng Juan,?,"{""China"":""1""}"
Feng Jun,?,"{""China"":""1""}"
Feng Lai,?,"{""China"":""1""}"
Feng Lan,?,"{""China"":""1""}"
Feng Lei,?,"{""China"":""1""}"
Feng Li,?,"{""China"":""1""}"
Feng Lian,?,"{""China"":""1""}"
Feng Lin,?,"{""China"":""2""}"
Feng Ling,?,"{""China"":""1""}"
Feng Mei,?,"{""China"":""2""}"
Feng Min,?,"{""China"":""1""}"
Feng Ming,?,"{""China"":""2""}"
Feng Ping,?,"{""China"":""2""}"
Feng Qi,?,"{""China"":""2""}"
Feng Qiang,?,"{""China"":""1""}"
Feng Qin,?,"{""China"":""2""}"
Feng Qing,?,"{""China"":""2""}"
Feng Qiong,?,"{""China"":""1""}"
Feng Qun,?,"{""China"":""1""}"
Feng Rong,?,"{""China"":""2""}"
Feng Rui,?,"{""China"":""2""}"
Feng Shan,?,"{""China"":""1""}"
Feng Sheng,?,"{""China"":""1""}"
Feng Shui,?,"{""China"":""1""}"
Feng Song,?,"{""China"":""1""}"
Feng Ting,?,"{""China"":""1""}"
Feng Wei,?,"{""China"":""1""}"
Feng Wen,?,"{""China"":""1""}"
Feng Wu,?,"{""China"":""1""}"
Feng Xia,?,"{""China"":""1""}"
Feng Xian,?,"{""China"":""1""}"
Feng Xiang,?,"{""China"":""1""}"
Feng Xin,?,"{""China"":""1""}"
Feng Xue,?,"{""China"":""1""}"
Feng Yan,?,"{""China"":""1""}"
Feng Yi,?,"{""China"":""2""}"
Feng Ying,?,"{""China"":""2""}"
Feng Yong,?,"{""China"":""1""}"
Feng Yu,?,"{""China"":""3""}"
Feng Yuan,?,"{""China"":""1""}"
Feng Yue,?,"{""China"":""1""}"
Feng Yun,?,"{""China"":""2""}"
Feng Zhen,?,"{""China"":""1""}"
Feng Zhi,?,"{""China"":""2""}"
Feng Zhu,?,"{""China"":""1""}"
Fenisia,F,"{""Italy"":""1""}"
Fenja,F,"{""East Frisia"":""1""}"
Fenke,?,"{""East Frisia"":""1""}"
Fenko,M,"{""East Frisia"":""1""}"
Fenna,F,"{""Netherlands"":""3"",""East Frisia"":""3""}"
Fenne,?,"{""Netherlands"":""1"",""East Frisia"":""1""}"
Fennie,F,"{""Netherlands"":""2""}"
Fennigje,F,"{""Netherlands"":""1""}"
Fennique,?,"{""Netherlands"":""1""}"
Fenno,M,"{""Netherlands"":""1"",""East Frisia"":""2""}"
Fenny,F,"{""Netherlands"":""3""}"
Fentje,F,"{""East Frisia"":""1""}"
Fenwick,M,"{""Great Britain"":""1""}"
Fen Xia,?,"{""China"":""1""}"
Fen Yu,?,"{""China"":""1""}"
Feodor,M,"{""Romania"":""1"",""Belarus"":""2"",""Moldova"":""3""}"
Feodora,F,"{""Romania"":""1"",""Moldova"":""4""}"
Feodosia,F,"{""Romania"":""1"",""Moldova"":""2""}"
Feodosie,M,"{""Moldova"":""3""}"
Feodosii,M,"{""Moldova"":""1""}"
Feodosij,M,"{""Ukraine"":""1""}"
Feodosiy,M,"{""Ukraine"":""1""}"
Fer,M,"{""Netherlands"":""1""}"
Ferah,F,"{""Turkey"":""3""}"
Feras,M,"{""Arabia/Persia"":""3""}"
Ferat,M,"{""Albania"":""3"",""Turkey"":""2""}"
Feray,F,"{""Turkey"":""3""}"
Ferd,M,"{""Netherlands"":""1""}"
Ferda,?F,"{""Turkey"":""4""}"
Ferdane,F,"{""Turkey"":""1""}"
Ferdi,M,"{""Netherlands"":""2"",""East Frisia"":""1"",""Germany"":""1"",""Austria"":""1"",""Albania"":""3"",""Turkey"":""5""}"
Ferdie,M,"{""United States"":""1""}"
Ferdinand,M,"{""France"":""2"",""Belgium"":""4"",""Luxembourg"":""4"",""Netherlands"":""2"",""East Frisia"":""3"",""Germany"":""4"",""Austria"":""6"",""Switzerland"":""4"",""Czechia"":""3"",""Slovakia"":""6"",""Bulgaria"":""2"",""Slovenia"":""4"",""Albania"":""4"",""Armenia"":""4""}"
Ferdinanda,F,"{""Italy"":""2"",""Austria"":""1""}"
Ferdinande,F,"{""Belgium"":""1"",""Germany"":""1"",""Austria"":""1"",""Switzerland"":""1""}"
Ferdinandine,F,"{""East Frisia"":""1""}"
Ferdinando,M,"{""Italy"":""5"",""Switzerland"":""1""}"
Ferdinandus,M,"{""Germany"":""1""}"
Ferdinant,M,"{""Albania"":""4""}"
Ferdo,M,"{""Bosnia and Herzegovina"":""2"",""Croatia"":""2""}"
Ferdos,F,"{""Arabia/Persia"":""2""}"
Ferdous,F,"{""Arabia/Persia"":""2""}"
Ferdy,M,"{""Netherlands"":""1""}"
Ferdynand,M,"{""Poland"":""2""}"
Ferenc,M,"{""Hungary"":""A""}"
Ferencné,F,"{""Hungary"":""7""}"
Fereshteh,F,"{""Arabia/Persia"":""2""}"
Ferfried,M,"{""Germany"":""1""}"
Fergal,M,"{""Ireland"":""5""}"
Fergus,M,"{""Great Britain"":""1"",""Ireland"":""3""}"
Ferguson,M,"{""Great Britain"":""1""}"
Ferhan,M,"{""North Macedonia"":""1"",""Turkey"":""4""}"
Ferhard,M,"{""Germany"":""1""}"
Ferhart,M,"{""Germany"":""1""}"
Ferhat,M,"{""Albania"":""3"",""Turkey"":""6"",""Arabia/Persia"":""2""}"
Feri,M,"{""Hungary"":""1""}"
Ferial,F,"{""Albania"":""1"",""Arabia/Persia"":""3""}"
Ferid,M,"{""Bosnia and Herzegovina"":""6"",""Montenegro"":""2"",""Albania"":""3"",""Arabia/Persia"":""3""}"
Ferida,F,"{""Bosnia and Herzegovina"":""6"",""Kosovo"":""2"",""Montenegro"":""3""}"
Feridan,F,"{""Turkey"":""1""}"
Feride,F,"{""Kosovo"":""4"",""Albania"":""4"",""Azerbaijan"":""2"",""Turkey"":""4""}"
Feridun,M,"{""Turkey"":""3""}"
Feriha,F,"{""Kosovo"":""1"",""Turkey"":""4""}"
Ferihan,F,"{""Turkey"":""2""}"
Feristah,F,"{""Turkey"":""2""}"
Ferit,M,"{""North Macedonia"":""3"",""Albania"":""4"",""Turkey"":""3""}"
Feriz,M,"{""Kosovo"":""4"",""North Macedonia"":""1""}"
Ferko,M,"{""Slovakia"":""1""}"
Ferma,F,"{""Italy"":""1""}"
Fermín,M,"{""Spain"":""5""}"
Fermina,F,"{""Spain"":""3""}"
Fermo,M,"{""Italy"":""1"",""Turkey"":""1""}"
Fern,F,"{""United States"":""1""}"
Fernand,M,"{""France"":""5"",""Belgium"":""6"",""Luxembourg"":""9"",""Switzerland"":""4""}"
Fernanda,F,"{""Italy"":""5"",""Portugal"":""7"",""Spain"":""4"",""Switzerland"":""3""}"
Fernande,F,"{""France"":""5"",""Belgium"":""5"",""Luxembourg"":""6"",""Switzerland"":""2""}"
Fernandina,F,"{""Italy"":""1""}"
Fernando,M,"{""Italy"":""5"",""Portugal"":""9"",""Spain"":""8"",""Switzerland"":""5""}"
Fernão,M,"{""Portugal"":""1""}"
Ferne,F,"{""United States"":""1""}"
Ferny,F,"{""Luxembourg"":""2""}"
Ferran,M,"{""Spain"":""2""}"
Ferrante,M,"{""Italy"":""1""}"
Ferréol,M,"{""France"":""1""}"
Ferrina,F,"{""Italy"":""1""}"
Ferrino,M,"{""Italy"":""1""}"
Ferris,M,"{""Great Britain"":""1""}"
Ferruccia,F,"{""Italy"":""1""}"
Ferruccio,M,"{""Italy"":""4"",""Switzerland"":""1""}"
Ferruh,M,"{""Turkey"":""2""}"
Ferry,M,"{""Netherlands"":""4""}"
Fershteh,F,"{""Arabia/Persia"":""2""}"
Ferudun,M,"{""Turkey"":""2""}"
Feruza,F,"{""Kazakhstan, Uzbekistan, etc."":""6""}"
Feryal,F,"{""Turkey"":""2"",""Arabia/Persia"":""1""}"
Festim,M,"{""Albania"":""2""}"
Feston,M,"{""Kosovo"":""1""}"
Festus,M,"{""Great Britain"":""1""}"
Feta,F,"{""Kosovo"":""2"",""North Macedonia"":""2"",""Albania"":""1""}"
Fetah,F,"{""Bosnia and Herzegovina"":""1"",""Kosovo"":""1"",""Albania"":""3""}"
Fethi,M,"{""Turkey"":""3"",""Arabia/Persia"":""1""}"
Fethiye,F,"{""Turkey"":""3""}"
Fethullah,M,"{""Turkey"":""1""}"
Feti,M,"{""Kosovo"":""3"",""Albania"":""3"",""Turkey"":""2""}"
Fetie,F,"{""Kosovo"":""3"",""Albania"":""2""}"
Fetih,M,"{""Turkey"":""1""}"
Fetije,F,"{""Kosovo"":""4""}"
Fetinja,F,"{""Lithuania"":""1""}"
Fetnete,F,"{""Kosovo"":""2""}"
Fettah,M,"{""Turkey"":""2""}"
Fetulla,M,"{""Albania"":""1""}"
Fetullah,M,"{""Turkey"":""2""}"
Fetush,M,"{""Kosovo"":""1""}"
Feuke,F,"{""East Frisia"":""1""}"
Fevronia,F,"{""Romania"":""1"",""Greece"":""1""}"
Fevzi,M,"{""Kosovo"":""1"",""Turkey"":""4""}"
Fevzie,F,"{""Kosovo"":""1""}"
Fevzije,F,"{""Kosovo"":""3""}"
Fevziye,F,"{""Turkey"":""2""}"
Feyyaz,M,"{""Turkey"":""1""}"
Feyza,F,"{""Turkey"":""4""}"
Feyzi,M,"{""Turkey"":""2""}"
Feyzullah,M,"{""Turkey"":""3""}"
Feza,M,"{""Turkey"":""1""}"
Ffion,?F,"{""Great Britain"":""1""}"
Ffiona,F,"{""Great Britain"":""1""}"
Fflur,F,"{""Great Britain"":""1""}"
Fia,F,"{""Netherlands"":""1""}"
Fiach,M,"{""Ireland"":""2""}"
Fiachra,M,"{""Ireland"":""1""}"
Fiacre,?M,"{""France"":""1""}"
Fiamma,F,"{""Italy"":""1""}"
Fiammetta,F,"{""Italy"":""2""}"
Fida,?M,"{""Arabia/Persia"":""3""}"
Fidalma,F,"{""Italy"":""1""}"
Fidalmo,M,"{""Italy"":""1""}"
Fidan,F,"{""Kosovo"":""5"",""Armenia"":""2"",""Azerbaijan"":""6"",""Turkey"":""4""}"
Fidana,F,"{""Bulgaria"":""1""}"
Fidanka,F,"{""Bulgaria"":""1""}"
Fidel,M,"{""Spain"":""4"",""Switzerland"":""1""}"
Fidela,F,"{""Spain"":""2""}"
Fidèle,?M,"{""France"":""1"",""Switzerland"":""1""}"
Fidelia,F,"{""Italy"":""1"",""Spain"":""1""}"
Fidélia,F,"{""Netherlands"":""1""}"
Fideline,F,"{""France"":""1""}"
Fidelio,M,"{""Italy"":""1"",""Spain"":""1""}"
Fidelius,M,"{""Germany"":""1""}"
Fidelma,F,"{""Ireland"":""4""}"
Fidenzia,F,"{""Italy"":""1""}"
Fidenzio,M,"{""Italy"":""1""}"
Fie,F,"{""Denmark"":""2""}"
Fieke,F,"{""Netherlands"":""2""}"
Fien,F,"{""Netherlands"":""3""}"
Fiep,F,"{""Netherlands"":""1""}"
Fiepko,M,"{""East Frisia"":""1""}"
Fiete,M,"{""East Frisia"":""1""}"
Fietje,?F,"{""Netherlands"":""1""}"
Fífa,F,"{""Iceland"":""1""}"
Figen,F,"{""Turkey"":""5""}"
Fikret,M,"{""Bosnia and Herzegovina"":""6"",""Kosovo"":""2"",""Montenegro"":""4"",""Azerbaijan"":""4"",""Turkey"":""5""}"
Fikreta,F,"{""Bosnia and Herzegovina"":""5"",""Kosovo"":""2"",""Montenegro"":""1""}"
Fikri,M,"{""Turkey"":""3"",""Arabia/Persia"":""2""}"
Fikrie,F,"{""Kosovo"":""3"",""Albania"":""1""}"
Fikrije,F,"{""Kosovo"":""5""}"
Fikriye,F,"{""Turkey"":""4""}"
Fila,F,"{""Bulgaria"":""1"",""Bosnia and Herzegovina"":""2"",""Croatia"":""1""}"
Filadelfa,F,"{""Italy"":""1""}"
Filadelfia,F,"{""Italy"":""1""}"
Filadelfio,M,"{""Italy"":""1""}"
Filadelfo,M,"{""Italy"":""1""}"
Filanthi,F,"{""Greece"":""1""}"
Filaret,M,"{""Romania"":""1"",""Moldova"":""2""}"
Filareta,F,"{""Romania"":""1""}"
Filaretos,M,"{""Greece"":""2""}"
Filcho,M,"{""Bulgaria"":""3""}"
File,F,"{""Croatia"":""1"",""Kosovo"":""2"",""Albania"":""4""}"
Filemon,M,"{""Spain"":""1""}"
Fili,F,"{""Greece"":""1""}"
Filiberta,F,"{""Italy"":""1""}"
Filiberto,M,"{""Italy"":""2""}"
Filimon,M,"{""Romania"":""1"",""Moldova"":""2""}"
Filinto,M,"{""Portugal"":""1""}"
Filio,F,"{""Greece"":""2""}"
Filion,M,"{""Bulgaria"":""1""}"
Filip,M,"{""Belgium"":""6"",""Sweden"":""3"",""Poland"":""4"",""Czechia"":""4"",""Slovakia"":""2"",""Romania"":""3"",""Bulgaria"":""5"",""Bosnia and Herzegovina"":""3"",""Croatia"":""5"",""North Macedonia"":""4"",""Montenegro"":""3"",""Serbia"":""4"",""Slovenia"":""3"",""Albania"":""4"",""Moldova"":""4""}"
Filipa,F,"{""Portugal"":""6""}"
Filipe,M,"{""Portugal"":""8""}"
Filipina,F,"{""Romania"":""1""}"
Filippa,F,"{""Italy"":""4"",""Malta"":""1"",""Sweden"":""1"",""Greece"":""1""}"
Filippía,F,"{""Iceland"":""1""}"
Filippina,F,"{""Germany"":""1""}"
Filippo,M,"{""Italy"":""6"",""Switzerland"":""3""}"
Filippos,M,"{""Greece"":""4""}"
Filippus,M,"{""Netherlands"":""1"",""Iceland"":""1""}"
Filips,M,"{""Latvia"":""1""}"
Filita,F,"{""Romania"":""1""}"
Filitita,F,"{""Romania"":""1""}"
Filiz,F,"{""Kosovo"":""1"",""Turkey"":""7""}"
Filka,F,"{""Bulgaria"":""4""}"
Filko,M,"{""Bulgaria"":""1"",""Croatia"":""1""}"
Filloreta,F,"{""Albania"":""4""}"
Filoftea,F,"{""Romania"":""1""}"
Filofteia,F,"{""Romania"":""5""}"
Filoftia,F,"{""Romania"":""2""}"
Filomela,F,"{""Romania"":""1""}"
Filomena,F,"{""Italy"":""6"",""Portugal"":""5"",""Spain"":""3"",""Switzerland"":""2"",""Lithuania"":""2""}"
Filoména,F,"{""Slovakia"":""4""}"
Filomeno,M,"{""Italy"":""1"",""Portugal"":""1"",""Spain"":""1""}"
Filora,F,"{""Romania"":""1""}"
Filotea,F,"{""Italy"":""1""}"
Filoteia,F,"{""Romania"":""1""}"
Filoteo,M,"{""Italy"":""1""}"
Filoti,M,"{""Romania"":""1""}"
Filotia,F,"{""Romania"":""1""}"
Filotita,F,"{""Romania"":""1""}"
Filuta,F,"{""Romania"":""1""}"
Fima,F,"{""Bulgaria"":""1"",""Israel"":""1""}"
Fimmie,?F,"{""Netherlands"":""1""}"
Fina,F,"{""Italy"":""1"",""Bulgaria"":""1""}"
Finbar,M,"{""Great Britain"":""1"",""Ireland"":""1""}"
Finbarr,M,"{""Ireland"":""6""}"
Finchen,F,"{""Germany"":""1""}"
Findlay,M,"{""Great Britain"":""1""}"
Fine,F,"{""Germany"":""1"",""Switzerland"":""1""}"
Finella,F,"{""Great Britain"":""1""}"
Fini,F,"{""Netherlands"":""1"",""Germany"":""1"",""Denmark"":""2""}"
Finie,?F,"{""Netherlands"":""1""}"
Finja,F,"{""East Frisia"":""1""}"
Finka,F,"{""Bosnia and Herzegovina"":""3"",""Serbia"":""2""}"
Finlay,M,"{""Great Britain"":""1""}"
Finley,M,"{""Great Britain"":""1""}"
Finn,M,"{""Ireland"":""1"",""United States"":""1"",""Denmark"":""8"",""Norway"":""7"",""Sweden"":""2""}"
Finnbar,M,"{""Ireland"":""1""}"
Finnbjörg,F,"{""Iceland"":""1""}"
Finnbjörn,M,"{""Iceland"":""2""}"
Finnbogi,M,"{""Iceland"":""5""}"
Finnborg,F,"{""Iceland"":""1""}"
Finni,F,"{""Denmark"":""1""}"
Finnian,M,"{""Ireland"":""1""}"
Finnuala,F,"{""Ireland"":""1""}"
Finnur,M,"{""Iceland"":""6""}"
Finny,F,"{""Switzerland"":""1""}"
Fino,M,"{""Italy"":""1""}"
Finola,F,"{""Great Britain"":""1"",""Ireland"":""2""}"
Fintan,M,"{""Great Britain"":""1"",""Ireland"":""2""}"
Finy,F,"{""Netherlands"":""1""}"
Fiodor,M,"{""Romania"":""2"",""Belarus"":""1"",""Moldova"":""4""}"
Fion,?M,"{""Ireland"":""1""}"
Fiona,F,"{""Great Britain"":""6"",""Malta"":""5"",""Belgium"":""2"",""Netherlands"":""3"",""Switzerland"":""2""}"
Fíona,F,"{""Ireland"":""8""}"
Fionbharr,M,"{""Ireland"":""1""}"
Fionn,M,"{""Ireland"":""1""}"
Fionnghuala,F,"{""Ireland"":""1""}"
Fionntán,M,"{""Ireland"":""1""}"
Fionnuala,F,"{""Ireland"":""5""}"
Fionnula,F,"{""Great Britain"":""1"",""Ireland"":""1""}"
Fionola,F,"{""Ireland"":""1""}"
Fiora,F,"{""Italy"":""1""}"
Fioralba,F,"{""Italy"":""1"",""Albania"":""3""}"
Fiorangela,F,"{""Italy"":""1""}"
Fiorangelo,M,"{""Italy"":""1""}"
Fioranna,F,"{""Italy"":""1""}"
Fioravante,M,"{""Italy"":""2""}"
Fiordalisa,F,"{""Italy"":""1""}"
Fiore,M,"{""Italy"":""2"",""Switzerland"":""1""}"
Fiorella,F,"{""Italy"":""5"",""Switzerland"":""1""}"
Fiorello,M,"{""Italy"":""1""}"
Fiorentina,F,"{""Italy"":""2""}"
Fiorentino,M,"{""Italy"":""1""}"
Fiorenza,F,"{""Italy"":""3"",""Switzerland"":""1""}"
Fiorenzo,M,"{""Italy"":""4"",""Switzerland"":""1""}"
Fioretta,F,"{""Italy"":""1""}"
Fioretto,M,"{""Italy"":""1""}"
Fiorina,F,"{""Italy"":""3""}"
Fiorinda,F,"{""Italy"":""1""}"
Fiorindo,M,"{""Italy"":""1""}"
Fiorino,M,"{""Italy"":""1""}"
Fiqiret,M,"{""Albania"":""3""}"
Fiqirete,F,"{""Albania"":""6""}"
Fiqiri,M,"{""Albania"":""4""}"
Fiqirije,F,"{""Kosovo"":""1""}"
Fira,F,"{""Azerbaijan"":""5""}"
Firas,M,"{""Arabia/Persia"":""5""}"
Fırat,M,"{""Turkey"":""4""}"
Fıratcan,M,"{""Turkey"":""1""}"
Firdaus,F,"{""Arabia/Persia"":""1""}"
Firdes,F,"{""Albania"":""1""}"
Firdevs,F,"{""Turkey"":""5""}"
Firica,F,"{""Romania"":""1""}"
Firmin,M,"{""France"":""1"",""Belgium"":""3"",""Luxembourg"":""1"",""Switzerland"":""1""}"
Firmina,F,"{""Italy"":""1""}"
Firmine,F,"{""France"":""1""}"
Firminia,F,"{""Italy"":""1""}"
Firminio,M,"{""Italy"":""1""}"
Firmino,M,"{""Italy"":""1"",""Portugal"":""3""}"
Firmo,M,"{""Italy"":""1"",""Portugal"":""2""}"
Firoozeh,F,"{""Arabia/Persia"":""2""}"
